Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Sudah Menikah,Over 23 years old,1,Tourism,Daytime,Secondary education,130,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,120,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,34,Tidak,0,6,7,5,12,0,0,6,8,5,12,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,3,Nursing,Daytime,Secondary education,142,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,137,Iya,Tidak,Tidak,Iya,Perempuan,Iya,22,Tidak,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Sudah Menikah,Over 23 years old,1,Management,Daytime,Secondary education,140,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,130,Iya,Tidak,Tidak,Tidak,Perempuan,Tidak,39,Tidak,0,5,12,3,10,2,0,5,15,3,10,0,9,0,-3,Dropout
Belum Menikah,3rd phase - general contingent,6,Nursing,Daytime,Secondary education,142,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Layanan dan Jasa,128,Iya,Tidak,Tidak,Tidak,Perempuan,Tidak,19,Tidak,0,7,14,0,0,0,0,8,0,0,0,0,11,0,2,Dropout
Berpisah,Over 23 years old,1,Tourism,Daytime,Secondary education,120,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Spesialis IT/Teknisi,95,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,36,Tidak,0,6,10,6,11,0,0,6,14,3,11,0,10,1,1,Graduate
Belum Menikah,1st phase - general contingent,2,Nursing,Daytime,Secondary education,124,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,116,Iya,Tidak,Tidak,Iya,Perempuan,Iya,21,Tidak,0,8,8,7,13,0,0,8,8,7,13,0,12,3,-1,Graduate
Sudah Menikah,Over 23 years old,1,Social Service,Daytime,Secondary education,126,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,107,Tidak,Tidak,Iya,Iya,Perempuan,Iya,42,Tidak,0,6,8,6,13,0,0,6,7,6,15,0,11,0,2,Graduate
Belum Menikah,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,110,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,108,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,34,Tidak,0,5,5,0,0,0,0,5,6,0,0,0,10,1,1,Dropout
Sudah Menikah,Technological specialization diploma holders,1,Social Service (evening attendance),Evening,Technological specialization course,160,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Tentara,155,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,33,Tidak,3,6,7,6,15,0,2,6,7,6,15,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,4,Tourism,Daytime,Secondary education,105,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Petani/Perikanan/Kehutanan,106,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,6,8,5,11,0,0,6,9,5,11,0,13,0,0,Graduate
Sudah Menikah,Change of course,1,Management,Evening,Higher education - degree,140,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Manajemen/Administrasi,140,Tidak,Tidak,Iya,Iya,Perempuan,Tidak,34,Tidak,4,10,25,5,12,0,3,9,18,8,12,0,16,0,0,Dropout
Belum Menikah,1st phase - general contingent,1,Management,Daytime,Secondary education,138,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Petani/Perikanan/Kehutanan,145,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,5,6,5,13,0,0,5,5,5,14,0,7,2,0,Graduate
Belum Menikah,2nd phase - general contingent,1,Social Service (evening attendance),Evening,Secondary education,120,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Petani/Perikanan/Kehutanan,Petani/Perikanan/Kehutanan,113,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,24,Tidak,0,6,11,4,12,0,0,6,7,6,13,0,10,1,1,Graduate
Belum Menikah,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,135,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other - 11th Year of Schooling,Belum/Tidak Bekerja,Konstruksi/Transportasi,137,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,6,6,13,0,0,6,7,6,12,0,7,2,0,Graduate
Belum Menikah,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Spesialis IT/Teknisi,120,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,0,8,8,7,12,0,0,8,8,7,12,0,10,1,1,Graduate
Belum Menikah,1st phase - general contingent,5,Social Service,Daytime,Secondary education,126,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Layanan dan Jasa,125,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,8,6,11,0,0,6,13,3,11,0,9,0,-3,Graduate
Belum Menikah,2nd phase - general contingent,4,Nursing,Daytime,Secondary education,132,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Konstruksi/Transportasi,125,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,7,8,6,13,0,0,8,8,8,12,0,15,2,-4,Graduate
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,128,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,124,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,10,4,12,0,0,6,8,6,12,0,12,0,1,Graduate
Berpisah,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,160,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,126,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,38,Tidak,4,9,13,8,12,0,2,7,9,7,13,0,13,0,0,Graduate
Belum Menikah,2nd phase - general contingent,5,Nursing,Daytime,Secondary education,147,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Spesialis IT/Teknisi,138,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,8,8,8,14,0,0,8,8,8,14,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Spesialis IT/Teknisi,122,Iya,Tidak,Iya,Tidak,Perempuan,Tidak,18,Tidak,0,6,8,6,14,0,0,6,6,5,12,0,13,0,0,Dropout
Belum Menikah,1st phase - general contingent,6,Animation and Multimedia Design,Daytime,Secondary education,134,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,126,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,151,German,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Belum/Tidak Bekerja,146,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,18,Iya,0,6,6,6,13,0,0,6,6,6,14,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,132,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Belum/Tidak Bekerja,121,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,8,6,14,0,0,6,9,6,12,0,13,0,0,Graduate
Belum Menikah,Holders of other higher courses,1,Management,Evening,Higher education - degree (1st cycle),130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Konstruksi/Transportasi,Spesialis IT/Teknisi,130,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,26,Tidak,5,10,13,8,12,0,5,10,12,10,13,0,11,0,2,Graduate
Belum Menikah,3rd phase - general contingent,3,Advertising and Marketing Management,Daytime,Secondary education,119,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,115,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,10,0,0,0,0,6,6,0,0,0,12,3,-1,Dropout
Belum Menikah,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,106,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,108,Iya,Tidak,Iya,Iya,Perempuan,Tidak,20,Tidak,0,5,10,2,12,2,0,5,9,4,11,0,9,0,-3,Dropout
Belum Menikah,1st phase - general contingent,2,Nursing,Daytime,Secondary education,138,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Layanan dan Jasa,128,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,7,7,14,0,0,8,9,8,15,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,5,Nursing,Daytime,Secondary education,118,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Tentara,113,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,7,7,7,14,0,0,8,8,8,15,0,12,0,1,Graduate
Belum Menikah,Over 23 years old,1,Basic Education,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Master's,Belum/Tidak Bekerja,Manajemen/Administrasi,116,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,29,Tidak,0,7,14,0,0,0,0,6,6,0,0,0,11,0,2,Dropout
Belum Menikah,2nd phase - general contingent,3,Social Service,Daytime,Secondary education,141,Portuguese,Higher Education - Degree,Higher Education - Degree,Spesialis Pendidikan,Spesialis Pendidikan,124,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,10,6,12,0,0,6,12,4,11,0,12,3,-1,Graduate
Belum Menikah,Over 23 years old,1,Management,Daytime,Secondary education,180,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Spesialis IT/Teknisi,140,Tidak,Tidak,Iya,Tidak,Perempuan,Tidak,24,Tidak,0,5,0,0,0,0,0,5,0,0,0,0,13,0,0,Dropout
Belum Menikah,Over 23 years old,1,Agronomy,Daytime,Secondary education,180,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Spesialis IT/Teknisi,179,Tidak,Tidak,Iya,Tidak,Perempuan,Tidak,27,Tidak,0,6,6,0,0,0,0,6,7,0,0,0,8,1,3,Dropout
Belum Menikah,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,115,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Spesialis IT/Teknisi,116,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,7,6,13,0,0,6,7,6,14,0,13,0,0,Graduate
Belum Menikah,2nd phase - general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,142,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Spesialis Pendidikan,Petani/Perikanan/Kehutanan,139,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,15,2,-4,Graduate
Belum Menikah,2nd phase - general contingent,4,Oral Hygiene,Daytime,Secondary education,135,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Spesialis IT/Teknisi,Konstruksi/Transportasi,129,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,0,7,0,0,0,0,0,7,0,0,0,0,12,3,-1,Dropout
Sudah Menikah,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,150,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Manajemen/Administrasi,135,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,43,Tidak,0,6,8,5,11,0,0,6,9,5,13,0,12,0,1,Graduate
Belum Menikah,3rd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,153,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,138,Iya,Tidak,Tidak,Iya,Perempuan,Iya,21,Tidak,0,6,7,6,13,0,0,6,6,3,15,0,8,1,3,Dropout
Belum Menikah,Holders of other higher courses,1,Management,Daytime,Higher education - degree,150,Portuguese,Frequency of Higher Education,2nd Cycle of the General High School Course,Direktur/Manager,Konstruksi/Transportasi,150,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,26,Tidak,0,5,5,0,0,0,0,5,0,0,0,0,9,0,-3,Dropout
Belum Menikah,1st phase - general contingent,6,Nursing,Daytime,Secondary education,144,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Manajemen/Administrasi,130,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,8,8,7,14,0,0,8,8,7,14,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,130,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,7th Year (Old),Belum/Tidak Bekerja,Belum/Tidak Bekerja,122,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,5,5,5,13,0,0,5,5,5,12,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,125,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Spesialis Pendidikan,Direktur/Manager,119,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,22,Tidak,0,6,13,2,12,0,0,6,14,1,10,0,9,0,-3,Dropout
Belum Menikah,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Tentara,111,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,27,Tidak,0,7,0,0,0,0,0,8,0,0,0,0,11,0,2,Dropout
Belum Menikah,1st phase - general contingent,3,Management,Daytime,Secondary education,133,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Tentara,125,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,5,6,5,12,1,0,5,6,5,12,0,9,0,-3,Graduate
Belum Menikah,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,140,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Konstruksi/Transportasi,Belum/Tidak Bekerja,129,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,5,11,4,13,2,0,5,9,4,12,0,9,0,-3,Graduate
Belum Menikah,2nd phase - general contingent,4,Nursing,Daytime,Secondary education,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Tentara,131,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,7,7,13,0,0,8,8,8,15,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,154,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Manajemen/Administrasi,141,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,8,6,15,0,0,6,9,6,14,0,11,0,2,Graduate
Belum Menikah,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,133,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,120,Tidak,Tidak,Tidak,Tidak,Perempuan,Tidak,32,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,11,0,2,Dropout
Belum Menikah,Transfer,1,Nursing,Daytime,Secondary education,168,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Manajemen/Administrasi,133,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,23,Tidak,20,26,27,26,15,0,14,17,17,17,15,0,15,2,-4,Graduate
Belum Menikah,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,132,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Spesialis IT/Teknisi,127,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,131,Iya,Tidak,Iya,Iya,Perempuan,Tidak,20,Tidak,6,12,12,12,13,0,4,11,16,10,13,0,8,1,3,Graduate
Belum Menikah,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Layanan dan Jasa,114,Iya,Tidak,Iya,Tidak,Perempuan,Tidak,19,Tidak,0,6,10,5,11,0,0,6,13,2,10,0,16,0,0,Dropout
Belum Menikah,1st phase - general contingent,3,Nursing,Daytime,Secondary education,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,132,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,8,8,8,13,0,0,8,8,8,13,0,9,0,-3,Graduate
Belum Menikah,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Manajemen/Administrasi,140,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,0,6,12,3,10,2,0,6,12,4,12,0,15,2,-4,Dropout
Belum Menikah,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,150,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis Pendidikan,Manajemen/Administrasi,150,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,22,Tidak,1,6,9,6,13,0,1,6,18,3,12,0,12,0,1,Graduate
Belum Menikah,Technological specialization diploma holders,1,Management,Evening,Technological specialization course,160,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,160,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,26,Tidak,0,5,5,5,12,0,0,5,7,5,11,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,131,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,131,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,6,6,6,12,0,0,6,7,5,13,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,114,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Spesialis IT/Teknisi,112,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,10,6,11,0,0,8,10,7,13,0,16,0,0,Graduate
Belum Menikah,Over 23 years old,1,Management,Evening,Secondary education,120,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,111,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,31,Tidak,0,5,8,4,11,0,0,5,6,5,11,0,7,2,0,Graduate
Belum Menikah,Change of course,3,Nursing,Daytime,Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,127,Iya,Tidak,Iya,Iya,Perempuan,Iya,20,Tidak,0,7,9,7,12,0,0,8,10,8,11,0,15,2,-4,Graduate
Belum Menikah,2nd phase - general contingent,4,Nursing,Daytime,Secondary education,121,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,118,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,0,7,7,7,14,0,0,8,9,8,14,0,16,0,0,Graduate
Belum Menikah,1st phase - general contingent,4,Nursing,Daytime,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,119,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,7,7,13,0,0,8,8,8,12,0,12,0,1,Graduate
Belum Menikah,2nd phase - general contingent,2,Nursing,Daytime,Secondary education,141,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Manajemen/Administrasi,127,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,131,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Konstruksi/Transportasi,127,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,7,7,7,14,0,0,7,7,7,15,0,13,0,0,Graduate
Belum Menikah,2nd phase - general contingent,6,Social Service,Daytime,Secondary education,117,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,114,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,7,6,12,0,0,6,6,6,13,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,151,Portuguese,Higher Education - Degree (1st Cycle),Higher Education - Master's,Spesialis Pendidikan,Spesialis Pendidikan,144,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,7,6,15,0,0,6,6,6,14,0,8,1,3,Graduate
